"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1700",0,NA,NA,NA,NA,NA
"1701",0,NA,NA,NA,NA,NA
"1702",0,NA,NA,NA,NA,NA
"1703",0,NA,NA,NA,NA,NA
"1704",0,NA,NA,NA,NA,NA
"1705",0,NA,NA,NA,NA,NA
"1706",0,NA,NA,NA,NA,NA
"1707",0,NA,NA,NA,NA,NA
"1708",0,NA,NA,NA,NA,NA
"1709",0,NA,NA,NA,NA,NA
"1710",0,NA,NA,NA,NA,NA
"1711",0,NA,NA,NA,NA,NA
"1712",0,NA,NA,NA,NA,NA
"1713",0,NA,NA,NA,NA,NA
"1714",0,NA,NA,NA,NA,NA
"1715",0,NA,NA,NA,NA,NA
"1716",0,NA,NA,NA,NA,NA
"1717",0,NA,NA,NA,NA,NA
"1718",0,NA,NA,NA,NA,NA
"1719",0,NA,NA,NA,NA,NA
"1720",0,NA,NA,NA,NA,NA
"1721",0,NA,NA,NA,NA,NA
"1722",0,NA,NA,NA,NA,NA
"1723",0,NA,NA,NA,NA,NA
"1724",0,NA,NA,NA,NA,NA
"1725",0,NA,NA,NA,NA,NA
"1726",0,NA,NA,NA,NA,NA
"1727",0,NA,NA,NA,NA,NA
"1728",0,NA,NA,NA,NA,NA
"1729",0,NA,NA,NA,NA,NA
"1730",0,NA,NA,NA,NA,NA
"1731",0,NA,NA,NA,NA,NA
"1732",0,NA,NA,NA,NA,NA
"1733",0,NA,NA,NA,NA,NA
"1734",0,NA,NA,NA,NA,NA
"1735",0,NA,NA,NA,NA,NA
"1736",0,NA,NA,NA,NA,NA
"1737",0,NA,NA,NA,NA,NA
"1738",0,NA,NA,NA,NA,NA
"1739",0,NA,NA,NA,NA,NA
"1740",0,NA,NA,NA,NA,NA
"1741",0,NA,NA,NA,NA,NA
"1742",0,NA,NA,NA,NA,NA
"1743",0,NA,NA,NA,NA,NA
"1744",0,NA,NA,NA,NA,NA
"1745",0,NA,NA,NA,NA,NA
"1746",0,NA,NA,NA,NA,NA
"1747",0,NA,NA,NA,NA,NA
"1748",0,NA,NA,NA,NA,NA
"1749",0,NA,NA,NA,NA,NA
"1750",0,NA,NA,NA,NA,NA
"1751",0,NA,NA,NA,NA,NA
"1752",0,NA,NA,NA,NA,NA
"1753",0,NA,NA,NA,NA,NA
"1754",0,NA,NA,NA,NA,NA
"1755",0,NA,NA,NA,NA,NA
"1756",0,NA,NA,NA,NA,NA
"1757",0,NA,NA,NA,NA,NA
"1758",0,NA,NA,NA,NA,NA
"1759",0,NA,NA,NA,NA,NA
"1760",0,NA,NA,NA,NA,NA
"1761",0,NA,NA,NA,NA,NA
"1762",0,NA,NA,NA,NA,NA
"1763",0,NA,NA,NA,NA,NA
"1764",0,NA,NA,NA,NA,NA
"1765",0,NA,NA,NA,NA,NA
"1766",0,NA,NA,NA,NA,NA
"1767",0,NA,NA,NA,NA,NA
"1768",0,NA,NA,NA,NA,NA
"1769",0,NA,NA,NA,NA,NA
"1770",0,NA,NA,NA,NA,NA
"1771",0,NA,NA,NA,NA,NA
"1772",0,NA,NA,NA,NA,NA
"1773",0,NA,NA,NA,NA,NA
"1774",0,NA,NA,NA,NA,NA
"1775",0,NA,NA,NA,NA,NA
"1776",0,NA,NA,NA,NA,NA
"1777",0,NA,NA,NA,NA,NA
"1778",0,NA,NA,NA,NA,NA
"1779",0,NA,NA,NA,NA,NA
"1780",0,NA,NA,NA,NA,NA
"1781",0,NA,NA,NA,NA,NA
"1782",0,NA,NA,NA,NA,NA
"1783",0,NA,NA,NA,NA,NA
"1784",0,NA,NA,NA,NA,NA
"1785",0,NA,NA,NA,NA,NA
"1786",0,NA,NA,NA,NA,NA
"1787",0,NA,NA,NA,NA,NA
"1788",0,NA,NA,NA,NA,NA
"1789",0,NA,NA,NA,NA,NA
"1790",0,NA,NA,NA,NA,NA
"1791",0,NA,NA,NA,NA,NA
"1792",0,NA,NA,NA,NA,NA
"1793",0,NA,NA,NA,NA,NA
"1794",0,NA,NA,NA,NA,NA
"1795",0,NA,NA,NA,NA,NA
"1796",0,NA,NA,NA,NA,NA
"1797",0,NA,NA,NA,NA,NA
"1798",0,NA,NA,NA,NA,NA
"1799",0,NA,NA,NA,NA,NA
"1800",0,NA,NA,NA,NA,NA
"1801",0,NA,NA,NA,NA,NA
"1802",0,NA,NA,NA,NA,NA
"1803",0,NA,NA,NA,NA,NA
"1804",0,NA,NA,NA,NA,NA
"1805",0,NA,NA,NA,NA,NA
"1806",0,NA,NA,NA,NA,NA
"1807",0,NA,NA,NA,NA,NA
"1808",0,NA,NA,NA,NA,NA
"1809",0,NA,NA,NA,NA,NA
"1810",0,NA,NA,NA,NA,NA
"1811",0,NA,NA,NA,NA,NA
"1812",0,NA,NA,NA,NA,NA
"1813",0,NA,NA,NA,NA,NA
"1814",0,NA,NA,NA,NA,NA
"1815",0,NA,NA,NA,NA,NA
"1816",0,NA,NA,NA,NA,NA
"1817",0,NA,NA,NA,NA,NA
"1818",0,NA,NA,NA,NA,NA
"1819",0,NA,NA,NA,NA,NA
"1820",0,NA,NA,NA,NA,NA
"1821",0,NA,NA,NA,NA,NA
"1822",0,NA,NA,NA,NA,NA
"1823",0,NA,NA,NA,NA,NA
"1824",0,NA,NA,NA,NA,NA
"1825",0,NA,NA,NA,NA,NA
"1826",0,NA,NA,NA,NA,NA
"1827",0,NA,NA,NA,NA,NA
"1828",0,NA,NA,NA,NA,NA
"1829",0,NA,NA,NA,NA,NA
"1830",0,NA,NA,NA,NA,NA
"1831",0,NA,NA,NA,NA,NA
"1832",0,NA,NA,NA,NA,NA
"1833",0,NA,NA,NA,NA,NA
"1834",0,NA,NA,NA,NA,NA
"1835",0,NA,NA,NA,NA,NA
"1836",0,NA,NA,NA,NA,NA
"1837",0,NA,NA,NA,NA,NA
"1838",0,NA,NA,NA,NA,NA
"1839",0,NA,NA,NA,NA,NA
"1840",0,NA,NA,NA,NA,NA
"1841",0,NA,NA,NA,NA,NA
"1842",0,NA,NA,NA,NA,NA
"1843",0,NA,NA,NA,NA,NA
"1844",0,NA,NA,NA,NA,NA
"1845",0,NA,NA,NA,NA,NA
"1846",0,NA,NA,NA,NA,NA
"1847",0,NA,NA,NA,NA,NA
"1848",0,NA,NA,NA,NA,NA
"1849",0,NA,NA,NA,NA,NA
"1850",0,NA,NA,NA,NA,NA
"1851",0,NA,NA,NA,NA,NA
"1852",0,NA,NA,NA,NA,NA
"1853",0,NA,NA,NA,NA,NA
"1854",0,NA,NA,NA,NA,NA
"1855",0,NA,NA,NA,NA,NA
"1856",0,NA,NA,NA,NA,NA
"1857",0,NA,NA,NA,NA,NA
"1858",0,NA,NA,NA,NA,NA
"1859",0,NA,NA,NA,NA,NA
"1860",0,NA,NA,NA,NA,NA
"1861",0,NA,NA,NA,NA,NA
"1862",0,NA,NA,NA,NA,NA
"1863",0,NA,NA,NA,NA,NA
"1864",0,NA,NA,NA,NA,NA
"1865",0,NA,NA,NA,NA,NA
"1866",0,NA,NA,NA,NA,NA
"1867",0,NA,NA,NA,NA,NA
"1868",0,NA,NA,NA,NA,NA
"1869",0,NA,NA,NA,NA,NA
"1870",0,NA,NA,NA,NA,NA
"1871",0,NA,NA,NA,NA,NA
"1872",0,NA,NA,NA,NA,NA
"1873",0,NA,NA,NA,NA,NA
"1874",0,NA,NA,NA,NA,NA
"1875",0,NA,NA,NA,NA,NA
"1876",0,NA,NA,NA,NA,NA
"1877",0,NA,NA,NA,NA,NA
"1878",0,NA,NA,NA,NA,NA
"1879",0,NA,NA,NA,NA,NA
"1880",0,NA,NA,NA,NA,NA
"1881",0,NA,NA,NA,NA,NA
"1882",0,NA,NA,NA,NA,NA
"1883",0,NA,NA,NA,NA,NA
"1884",0,NA,NA,NA,NA,NA
"1885",0,NA,NA,NA,NA,NA
"1886",0,NA,NA,NA,NA,NA
"1887",0,NA,NA,NA,NA,NA
"1888",0,NA,NA,NA,NA,NA
"1889",0,NA,NA,NA,NA,NA
"1890",0,NA,NA,NA,NA,NA
"1891",0,NA,NA,NA,NA,NA
"1892",0,NA,NA,NA,NA,NA
"1893",0,NA,NA,NA,NA,NA
"1894",0,NA,NA,NA,NA,NA
"1895",0,NA,NA,NA,NA,NA
"1896",0,NA,NA,NA,NA,NA
"1897",0,NA,NA,NA,NA,NA
"1898",0,NA,NA,NA,NA,NA
"1899",0,NA,NA,NA,NA,NA
"1900",0,NA,NA,NA,NA,NA
"1901",0,NA,NA,NA,NA,NA
"1902",0,NA,NA,NA,NA,NA
"1903",0,NA,NA,NA,NA,NA
"1904",0,NA,NA,NA,NA,NA
"1905",0,NA,NA,NA,NA,NA
"1906",0,NA,NA,NA,NA,NA
"1907",0,NA,NA,NA,NA,NA
"1908",0,NA,NA,NA,NA,NA
"1909",0,NA,NA,NA,NA,NA
"1910",0,NA,NA,NA,NA,NA
"1911",0,NA,NA,NA,NA,NA
"1912",0,NA,NA,NA,NA,NA
"1913",0,NA,NA,NA,NA,NA
"1914",0,NA,NA,NA,NA,NA
"1915",0,NA,NA,NA,NA,NA
"1916",0,NA,NA,NA,NA,NA
"1917",0,NA,NA,NA,NA,NA
"1918",0,NA,NA,NA,NA,NA
"1919",0,NA,NA,NA,NA,NA
"1920",0,NA,NA,NA,NA,NA
"1921",0,NA,NA,NA,NA,NA
"1922",0,NA,NA,NA,NA,NA
"1923",0,NA,NA,NA,NA,NA
"1924",0,NA,NA,NA,NA,NA
"1925",0,NA,NA,NA,NA,NA
"1926",0,NA,NA,NA,NA,NA
"1927",0,NA,NA,NA,NA,NA
"1928",0,NA,NA,NA,NA,NA
"1929",0,NA,NA,NA,NA,NA
"1930",0,NA,NA,NA,NA,NA
"1931",0,NA,NA,NA,NA,NA
"1932",0,NA,NA,NA,NA,NA
"1933",0,NA,NA,NA,NA,NA
"1934",0,NA,NA,NA,NA,NA
"1935",0,NA,NA,NA,NA,NA
"1936",0,NA,NA,NA,NA,NA
"1937",0,NA,NA,NA,NA,NA
"1938",0,NA,NA,NA,NA,NA
"1939",0,NA,NA,NA,NA,NA
"1940",0,NA,NA,NA,NA,NA
"1941",0,NA,NA,NA,NA,NA
"1942",0,NA,NA,NA,NA,NA
"1943",0,NA,NA,NA,NA,NA
"1944",0,NA,NA,NA,NA,NA
"1945",0,NA,NA,NA,NA,NA
"1946",0,NA,NA,NA,NA,NA
"1947",0,NA,NA,NA,NA,NA
"1948",0,NA,NA,NA,NA,NA
"1949",0,NA,NA,NA,NA,NA
"1950",0,NA,NA,NA,NA,NA
"1951",0,NA,NA,NA,NA,NA
"1952",0,NA,NA,NA,NA,NA
"1953",0,NA,NA,NA,NA,NA
"1954",0,NA,NA,NA,NA,NA
"1955",0,NA,NA,NA,NA,NA
"1956",0,NA,NA,NA,NA,NA
"1957",0,NA,NA,NA,NA,NA
"1958",0,NA,NA,NA,NA,NA
"1959",0,NA,NA,NA,NA,NA
"1960",0,NA,NA,NA,NA,NA
"1961",0,NA,NA,NA,NA,NA
"1962",0,NA,NA,NA,NA,NA
"1963",0,NA,NA,NA,NA,NA
"1964",0,NA,NA,NA,NA,NA
"1965",0,NA,NA,NA,NA,NA
"1966",0,NA,NA,NA,NA,NA
"1967",0,NA,NA,NA,NA,NA
"1968",0,NA,NA,NA,NA,NA
"1969",0,NA,NA,NA,NA,NA
"1970",0,NA,NA,NA,NA,NA
"1971",0,NA,NA,NA,NA,NA
"1972",0,NA,NA,NA,NA,NA
"1973",0,NA,NA,NA,NA,NA
"1974",0,NA,NA,NA,NA,NA
"1975",0,NA,NA,NA,NA,NA
"1976",0,NA,NA,NA,NA,NA
"1977",0,NA,NA,NA,NA,NA
"1978",0,NA,NA,NA,NA,NA
"1979",0,NA,NA,NA,NA,NA
"1980",0,NA,NA,NA,NA,NA
"1981",0,NA,NA,NA,NA,NA
"1982",0,NA,NA,NA,NA,NA
"1983",0,NA,NA,NA,NA,NA
"1984",0,NA,NA,NA,NA,NA
"1985",0,NA,NA,NA,NA,NA
"1986",0,NA,NA,NA,NA,NA
"1987",0,NA,NA,NA,NA,NA
"1988",0,NA,NA,NA,NA,NA
"1989",0,NA,NA,NA,NA,NA
"1990",0,NA,NA,NA,NA,NA
"1991",0,NA,NA,NA,NA,NA
"1992",0,NA,NA,NA,NA,NA
"1993",0,NA,NA,NA,NA,NA
"1994",0,NA,NA,NA,NA,NA
"1995",0,NA,NA,NA,NA,NA
"1996",0,NA,NA,NA,NA,NA
"1997",0,NA,NA,NA,NA,NA
"1998",0,NA,NA,NA,NA,NA
"1999",0,NA,NA,NA,NA,NA
"2000",0,NA,NA,NA,NA,NA
"2001",0,NA,NA,NA,NA,NA
"2002",0,NA,NA,NA,NA,NA
"2003",0,NA,NA,NA,NA,NA
"2004",0,NA,NA,NA,NA,NA
"2005",0,NA,NA,NA,NA,NA
"2006",0,NA,NA,NA,NA,NA
"2007",0,NA,NA,NA,NA,NA
"2008",0,NA,NA,NA,NA,NA
"2009",0,NA,NA,NA,NA,NA
"2010",0,NA,NA,NA,NA,NA
"2011",0,NA,NA,NA,NA,NA
"2012",0,NA,NA,NA,NA,NA
"2013",0,NA,NA,NA,NA,NA
"2014",0,NA,NA,NA,NA,NA
"2015",0,NA,NA,NA,NA,NA
"2016",0,NA,NA,NA,NA,NA
"2017",0,NA,NA,NA,NA,NA
"2018",0,NA,NA,NA,NA,NA
"2019",0,NA,NA,NA,NA,NA
"2020",0,NA,NA,NA,NA,NA
"2021",0,NA,NA,NA,NA,NA
"2022",0,NA,NA,NA,NA,NA
"2023",0,NA,NA,NA,NA,NA
"2024",0,NA,NA,NA,NA,NA
"2025",0,NA,NA,NA,NA,NA
"2026",0,NA,NA,NA,NA,NA
"2027",0,NA,NA,NA,NA,NA
"2028",0,NA,NA,NA,NA,NA
"2029",0,NA,NA,NA,NA,NA
"2030",0,NA,NA,NA,NA,NA
"2031",0,NA,NA,NA,NA,NA
"2032",0,NA,NA,NA,NA,NA
"2033",0,NA,NA,NA,NA,NA
"2034",0,NA,NA,NA,NA,NA
"2035",0,NA,NA,NA,NA,NA
"2036",0,NA,NA,NA,NA,NA
"2037",0,NA,NA,NA,NA,NA
"2038",0,NA,NA,NA,NA,NA
"2039",0,NA,NA,NA,NA,NA
"2040",0,NA,NA,NA,NA,NA
"2041",0,NA,NA,NA,NA,NA
"2042",0,NA,NA,NA,NA,NA
"2043",0,NA,NA,NA,NA,NA
"2044",0,NA,NA,NA,NA,NA
"2045",0,NA,NA,NA,NA,NA
"2046",0,NA,NA,NA,NA,NA
"2047",0,NA,NA,NA,NA,NA
"2048",0,NA,NA,NA,NA,NA
"2049",0,NA,NA,NA,NA,NA
"2050",0,NA,NA,NA,NA,NA
"2051",0,NA,NA,NA,NA,NA
"2052",0,NA,NA,NA,NA,NA
"2053",0,NA,NA,NA,NA,NA
"2054",0,NA,NA,NA,NA,NA
"2055",0,NA,NA,NA,NA,NA
"2056",0,NA,NA,NA,NA,NA
"2057",0,NA,NA,NA,NA,NA
"2058",0,NA,NA,NA,NA,NA
"2059",0,NA,NA,NA,NA,NA
"2060",0,NA,NA,NA,NA,NA
"2061",0,NA,NA,NA,NA,NA
"2062",0,NA,NA,NA,NA,NA
"2063",0,NA,NA,NA,NA,NA
"2064",0,NA,NA,NA,NA,NA
"2065",0,NA,NA,NA,NA,NA
"2066",0,NA,NA,NA,NA,NA
"2067",0,NA,NA,NA,NA,NA
"2068",0,NA,NA,NA,NA,NA
"2069",0,NA,NA,NA,NA,NA
"2070",0,NA,NA,NA,NA,NA
"2071",0,NA,NA,NA,NA,NA
"2072",0,NA,NA,NA,NA,NA
"2073",0,NA,NA,NA,NA,NA
"2074",0,NA,NA,NA,NA,NA
"2075",0,NA,NA,NA,NA,NA
"2076",0,NA,NA,NA,NA,NA
"2077",0,NA,NA,NA,NA,NA
"2078",0,NA,NA,NA,NA,NA
"2079",0,NA,NA,NA,NA,NA
"2080",0,NA,NA,NA,NA,NA
"2081",0,NA,NA,NA,NA,NA
"2082",0,NA,NA,NA,NA,NA
"2083",0,NA,NA,NA,NA,NA
"2084",0,NA,NA,NA,NA,NA
"2085",0,NA,NA,NA,NA,NA
"2086",0,NA,NA,NA,NA,NA
"2087",0,NA,NA,NA,NA,NA
"2088",0,NA,NA,NA,NA,NA
"2089",0,NA,NA,NA,NA,NA
"2090",0,NA,NA,NA,NA,NA
"2091",0,NA,NA,NA,NA,NA
"2092",0,NA,NA,NA,NA,NA
"2093",0,NA,NA,NA,NA,NA
"2094",0,NA,NA,NA,NA,NA
"2095",0,NA,NA,NA,NA,NA
"2096",0,NA,NA,NA,NA,NA
"2097",0,NA,NA,NA,NA,NA
"2098",0,NA,NA,NA,NA,NA
"2099",0,NA,NA,NA,NA,NA
"2100",0,NA,NA,NA,NA,NA
"2101",0,NA,NA,NA,NA,NA
"2102",0,NA,NA,NA,NA,NA
"2103",0,NA,NA,NA,NA,NA
"2104",0,NA,NA,NA,NA,NA
"2105",0,NA,NA,NA,NA,NA
"2106",0,NA,NA,NA,NA,NA
"2107",0,NA,NA,NA,NA,NA
"2108",0,NA,NA,NA,NA,NA
"2109",0,NA,NA,NA,NA,NA
"2110",0,NA,NA,NA,NA,NA
"2111",0,NA,NA,NA,NA,NA
"2112",0,NA,NA,NA,NA,NA
"2113",0,NA,NA,NA,NA,NA
"2114",0,NA,NA,NA,NA,NA
"2115",0,NA,NA,NA,NA,NA
"2116",0,NA,NA,NA,NA,NA
"2117",0,NA,NA,NA,NA,NA
"2118",0,NA,NA,NA,NA,NA
"2119",0,NA,NA,NA,NA,NA
"2120",0,NA,NA,NA,NA,NA
"2121",0,NA,NA,NA,NA,NA
"2122",0,NA,NA,NA,NA,NA
"2123",0,NA,NA,NA,NA,NA
"2124",0,NA,NA,NA,NA,NA
"2125",0,NA,NA,NA,NA,NA
"2126",0,NA,NA,NA,NA,NA
"2127",0,NA,NA,NA,NA,NA
"2128",0,NA,NA,NA,NA,NA
"2129",0,NA,NA,NA,NA,NA
"2130",0,NA,NA,NA,NA,NA
"2131",0,NA,NA,NA,NA,NA
"2132",0,NA,NA,NA,NA,NA
"2133",0,NA,NA,NA,NA,NA
"2134",0,NA,NA,NA,NA,NA
"2135",0,NA,NA,NA,NA,NA
"2136",0,NA,NA,NA,NA,NA
"2137",0,NA,NA,NA,NA,NA
"2138",0,NA,NA,NA,NA,NA
"2139",0,NA,NA,NA,NA,NA
"2140",0,NA,NA,NA,NA,NA
"2141",0,NA,NA,NA,NA,NA
"2142",0,NA,NA,NA,NA,NA
"2143",0,NA,NA,NA,NA,NA
"2144",0,NA,NA,NA,NA,NA
"2145",0,NA,NA,NA,NA,NA
"2146",0,NA,NA,NA,NA,NA
"2147",0,NA,NA,NA,NA,NA
"2148",0,NA,NA,NA,NA,NA
"2149",0,NA,NA,NA,NA,NA
"2150",0,NA,NA,NA,NA,NA
"2151",0,NA,NA,NA,NA,NA
"2152",0,NA,NA,NA,NA,NA
"2153",0,NA,NA,NA,NA,NA
"2154",0,NA,NA,NA,NA,NA
"2155",0,NA,NA,NA,NA,NA
"2156",0,NA,NA,NA,NA,NA
"2157",0,NA,NA,NA,NA,NA
"2158",0,NA,NA,NA,NA,NA
"2159",0,NA,NA,NA,NA,NA
"2160",0,NA,NA,NA,NA,NA
"2161",0,NA,NA,NA,NA,NA
"2162",0,NA,NA,NA,NA,NA
"2163",0,NA,NA,NA,NA,NA
"2164",0,NA,NA,NA,NA,NA
"2165",0,NA,NA,NA,NA,NA
"2166",0,NA,NA,NA,NA,NA
"2167",0,NA,NA,NA,NA,NA
"2168",0,NA,NA,NA,NA,NA
"2169",0,NA,NA,NA,NA,NA
"2170",0,NA,NA,NA,NA,NA
"2171",0,NA,NA,NA,NA,NA
"2172",0,NA,NA,NA,NA,NA
"2173",0,NA,NA,NA,NA,NA
"2174",0,NA,NA,NA,NA,NA
"2175",0,NA,NA,NA,NA,NA
"2176",0,NA,NA,NA,NA,NA
"2177",0,NA,NA,NA,NA,NA
"2178",0,NA,NA,NA,NA,NA
"2179",0,NA,NA,NA,NA,NA
"2180",0,NA,NA,NA,NA,NA
"2181",0,NA,NA,NA,NA,NA
"2182",0,NA,NA,NA,NA,NA
"2183",0,NA,NA,NA,NA,NA
"2184",0,NA,NA,NA,NA,NA
"2185",0,NA,NA,NA,NA,NA
"2186",0,NA,NA,NA,NA,NA
"2187",0,NA,NA,NA,NA,NA
"2188",0,NA,NA,NA,NA,NA
"2189",0,NA,NA,NA,NA,NA
"2190",0,NA,NA,NA,NA,NA
"2191",0,NA,NA,NA,NA,NA
"2192",0,NA,NA,NA,NA,NA
"2193",0,NA,NA,NA,NA,NA
"2194",0,NA,NA,NA,NA,NA
"2195",0,NA,NA,NA,NA,NA
"2196",0,NA,NA,NA,NA,NA
"2197",0,NA,NA,NA,NA,NA
"2198",0,NA,NA,NA,NA,NA
"2199",0,NA,NA,NA,NA,NA
"2200",0,NA,NA,NA,NA,NA
"2201",0,NA,NA,NA,NA,NA
"2202",0,NA,NA,NA,NA,NA
"2203",0,NA,NA,NA,NA,NA
"2204",0,NA,NA,NA,NA,NA
"2205",0,NA,NA,NA,NA,NA
"2206",0,NA,NA,NA,NA,NA
"2207",0,NA,NA,NA,NA,NA
"2208",0,NA,NA,NA,NA,NA
"2209",0,NA,NA,NA,NA,NA
"2210",0,NA,NA,NA,NA,NA
"2211",0,NA,NA,NA,NA,NA
"2212",0,NA,NA,NA,NA,NA
"2213",0,NA,NA,NA,NA,NA
"2214",0,NA,NA,NA,NA,NA
"2215",0,NA,NA,NA,NA,NA
"2216",0,NA,NA,NA,NA,NA
"2217",0,NA,NA,NA,NA,NA
"2218",0,NA,NA,NA,NA,NA
"2219",0,NA,NA,NA,NA,NA
"2220",0,NA,NA,NA,NA,NA
"2221",0,NA,NA,NA,NA,NA
"2222",0,NA,NA,NA,NA,NA
"2223",0,NA,NA,NA,NA,NA
"2224",0,NA,NA,NA,NA,NA
"2225",0,NA,NA,NA,NA,NA
"2226",0,NA,NA,NA,NA,NA
"2227",0,NA,NA,NA,NA,NA
"2228",0,NA,NA,NA,NA,NA
"2229",0,NA,NA,NA,NA,NA
"2230",0,NA,NA,NA,NA,NA
"2231",0,NA,NA,NA,NA,NA
"2232",0,NA,NA,NA,NA,NA
"2233",0,NA,NA,NA,NA,NA
"2234",0,NA,NA,NA,NA,NA
"2235",0,NA,NA,NA,NA,NA
"2236",0,NA,NA,NA,NA,NA
"2237",0,NA,NA,NA,NA,NA
"2238",0,NA,NA,NA,NA,NA
"2239",0,NA,NA,NA,NA,NA
"2240",0,NA,NA,NA,NA,NA
"2241",0,NA,NA,NA,NA,NA
"2242",0,NA,NA,NA,NA,NA
"2243",0,NA,NA,NA,NA,NA
"2244",0,NA,NA,NA,NA,NA
"2245",0,NA,NA,NA,NA,NA
"2246",0,NA,NA,NA,NA,NA
"2247",0,NA,NA,NA,NA,NA
"2248",0,NA,NA,NA,NA,NA
"2249",0,NA,NA,NA,NA,NA
"2250",0,NA,NA,NA,NA,NA
"2251",0,NA,NA,NA,NA,NA
"2252",0,NA,NA,NA,NA,NA
"2253",0,NA,NA,NA,NA,NA
"2254",0,NA,NA,NA,NA,NA
"2255",0,NA,NA,NA,NA,NA
"2256",0,NA,NA,NA,NA,NA
"2257",0,NA,NA,NA,NA,NA
"2258",0,NA,NA,NA,NA,NA
"2259",0,NA,NA,NA,NA,NA
"2260",0,NA,NA,NA,NA,NA
"2261",0,NA,NA,NA,NA,NA
"2262",0,NA,NA,NA,NA,NA
"2263",0,NA,NA,NA,NA,NA
"2264",0,NA,NA,NA,NA,NA
"2265",0,NA,NA,NA,NA,NA
"2266",0,NA,NA,NA,NA,NA
"2267",0,NA,NA,NA,NA,NA
"2268",0,NA,NA,NA,NA,NA
"2269",0,NA,NA,NA,NA,NA
"2270",0,NA,NA,NA,NA,NA
"2271",0,NA,NA,NA,NA,NA
"2272",0,NA,NA,NA,NA,NA
"2273",0,NA,NA,NA,NA,NA
"2274",0,NA,NA,NA,NA,NA
"2275",0,NA,NA,NA,NA,NA
"2276",0,NA,NA,NA,NA,NA
"2277",0,NA,NA,NA,NA,NA
"2278",0,NA,NA,NA,NA,NA
"2279",0,NA,NA,NA,NA,NA
"2280",0,NA,NA,NA,NA,NA
"2281",0,NA,NA,NA,NA,NA
"2282",0,NA,NA,NA,NA,NA
"2283",0,NA,NA,NA,NA,NA
"2284",0,NA,NA,NA,NA,NA
"2285",0,NA,NA,NA,NA,NA
"2286",0,NA,NA,NA,NA,NA
"2287",0,NA,NA,NA,NA,NA
"2288",0,NA,NA,NA,NA,NA
"2289",0,NA,NA,NA,NA,NA
"2290",0,NA,NA,NA,NA,NA
"2291",0,NA,NA,NA,NA,NA
"2292",0,NA,NA,NA,NA,NA
"2293",0,NA,NA,NA,NA,NA
"2294",0,NA,NA,NA,NA,NA
"2295",0,NA,NA,NA,NA,NA
"2296",0,NA,NA,NA,NA,NA
"2297",0,NA,NA,NA,NA,NA
"2298",0,NA,NA,NA,NA,NA
"2299",0,NA,NA,NA,NA,NA
"2300",0,NA,NA,NA,NA,NA
"2301",0,NA,NA,NA,NA,NA
"2302",0,NA,NA,NA,NA,NA
"2303",0,NA,NA,NA,NA,NA
"2304",0,NA,NA,NA,NA,NA
"2305",0,NA,NA,NA,NA,NA
"2306",0,NA,NA,NA,NA,NA
"2307",0,NA,NA,NA,NA,NA
"2308",0,NA,NA,NA,NA,NA
"2309",0,NA,NA,NA,NA,NA
"2310",0,NA,NA,NA,NA,NA
"2311",0,NA,NA,NA,NA,NA
"2312",0,NA,NA,NA,NA,NA
"2313",0,NA,NA,NA,NA,NA
"2314",0,NA,NA,NA,NA,NA
"2315",0,NA,NA,NA,NA,NA
"2316",0,NA,NA,NA,NA,NA
"2317",0,NA,NA,NA,NA,NA
"2318",0,NA,NA,NA,NA,NA
"2319",0,NA,NA,NA,NA,NA
"2320",0,NA,NA,NA,NA,NA
"2321",0,NA,NA,NA,NA,NA
"2322",0,NA,NA,NA,NA,NA
"2323",0,NA,NA,NA,NA,NA
"2324",0,NA,NA,NA,NA,NA
"2325",0,NA,NA,NA,NA,NA
"2326",0,NA,NA,NA,NA,NA
"2327",0,NA,NA,NA,NA,NA
"2328",0,NA,NA,NA,NA,NA
"2329",0,NA,NA,NA,NA,NA
"2330",0,NA,NA,NA,NA,NA
"2331",0,NA,NA,NA,NA,NA
"2332",0,NA,NA,NA,NA,NA
"2333",0,NA,NA,NA,NA,NA
"2334",0,NA,NA,NA,NA,NA
"2335",0,NA,NA,NA,NA,NA
"2336",0,NA,NA,NA,NA,NA
"2337",0,NA,NA,NA,NA,NA
"2338",0,NA,NA,NA,NA,NA
"2339",0,NA,NA,NA,NA,NA
"2340",0,NA,NA,NA,NA,NA
"2341",0,NA,NA,NA,NA,NA
"2342",0,NA,NA,NA,NA,NA
"2343",0,NA,NA,NA,NA,NA
"2344",0,NA,NA,NA,NA,NA
"2345",0,NA,NA,NA,NA,NA
"2346",0,NA,NA,NA,NA,NA
"2347",0,NA,NA,NA,NA,NA
"2348",0,NA,NA,NA,NA,NA
"2349",0,NA,NA,NA,NA,NA
"2350",0,NA,NA,NA,NA,NA
"2351",0,NA,NA,NA,NA,NA
"2352",0,NA,NA,NA,NA,NA
"2353",0,NA,NA,NA,NA,NA
"2354",0,NA,NA,NA,NA,NA
"2355",0,NA,NA,NA,NA,NA
"2356",0,NA,NA,NA,NA,NA
"2357",0,NA,NA,NA,NA,NA
"2358",0,NA,NA,NA,NA,NA
"2359",0,NA,NA,NA,NA,NA
"2360",0,NA,NA,NA,NA,NA
"2361",0,NA,NA,NA,NA,NA
"2362",0,NA,NA,NA,NA,NA
"2363",0,NA,NA,NA,NA,NA
"2364",0,NA,NA,NA,NA,NA
